frame,action,start,end
9.370000000000001,0.3917462229728699,0.9743528366088867,0.059756338596343994
18.740000000000002,0.5713713765144348,0.9365996718406677,0.0740382969379425
28.11,0.7639007568359375,0.4076280891895294,0.3274432420730591
37.480000000000004,0.800194501876831,0.35134291648864746,0.330960214138031
46.85,0.8219542503356934,0.30830860137939453,0.3547331988811493
56.22,0.8371560573577881,0.30245113372802734,0.38211217522621155
65.59,0.8449116945266724,0.34853214025497437,0.39086002111434937
74.96000000000001,0.8507918119430542,0.339919775724411,0.40620484948158264
84.33,0.8453621864318848,0.316855788230896,0.4162748157978058
93.7,0.8302795886993408,0.3094274401664734,0.4164617955684662
103.07000000000001,0.8098611831665039,0.2766973376274109,0.44126200675964355
112.44,0.7915359735488892,0.2866494059562683,0.4562966227531433
121.81,0.770963191986084,0.3686298429965973,0.4452711045742035
131.18,0.7651300430297852,0.4014997184276581,0.44747403264045715
140.54999999999998,0.7646905183792114,0.4257619380950928,0.4425031542778015
149.92000000000002,0.7656269073486328,0.44728606939315796,0.42979371547698975
159.29000000000002,0.7748286724090576,0.44320738315582275,0.4244954586029053
168.66,0.7801594138145447,0.4244588017463684,0.43435966968536377
178.03,0.7794870734214783,0.3963095545768738,0.4482370615005493
187.4,0.7563916444778442,0.37402409315109253,0.46144887804985046
196.76999999999998,0.703048586845398,0.3635585904121399,0.4634162485599518
206.14000000000001,0.6414738297462463,0.4363425672054291,0.42601287364959717
215.51000000000002,0.6124142408370972,0.4756472706794739,0.41450172662734985
224.88,0.6481488943099976,0.4571996033191681,0.4230824112892151
234.25,0.703900933265686,0.467451274394989,0.4122598469257355
243.62,0.7474913001060486,0.3970147669315338,0.42984601855278015
252.99,0.7593187093734741,0.33938634395599365,0.46174031496047974
262.36,0.745898425579071,0.34613192081451416,0.491171270608902
271.72999999999996,0.7414776086807251,0.3857882022857666,0.5011644959449768
281.09999999999997,0.7486064434051514,0.42006322741508484,0.4813888669013977
290.46999999999997,0.7638977766036987,0.4137257933616638,0.44480493664741516
299.84000000000003,0.7722053527832031,0.38554447889328003,0.4170145094394684
309.21000000000004,0.7779455780982971,0.3652731776237488,0.40218624472618103
318.58000000000004,0.7812438607215881,0.3775438070297241,0.3871624767780304
327.95000000000005,0.7772741317749023,0.342833548784256,0.3984701931476593
337.32,0.762811541557312,0.3173910975456238,0.4125516712665558
346.69,0.7330294847488403,0.3197872042655945,0.4345947504043579
356.06,0.7062637805938721,0.31104397773742676,0.47622424364089966
365.43,0.6792545914649963,0.37036028504371643,0.48215529322624207
374.8,0.6519640684127808,0.45780837535858154,0.45291373133659363
384.17,0.6361938714981079,0.471936970949173,0.42806148529052734
393.53999999999996,0.6309314966201782,0.47688132524490356,0.40251949429512024
402.90999999999997,0.6453607082366943,0.46915900707244873,0.3839455544948578
412.28000000000003,0.6887925863265991,0.39063742756843567,0.39040935039520264
421.65000000000003,0.7302945256233215,0.3205687403678894,0.3889920711517334
431.02000000000004,0.7499896883964539,0.27040451765060425,0.3778172433376312
440.39000000000004,0.7542723417282104,0.2303970754146576,0.3670039474964142
449.76,0.7432767748832703,0.22151872515678406,0.3510846495628357
459.13,0.7309286594390869,0.22528508305549622,0.3370446562767029
468.5,0.7223592400550842,0.23545107245445251,0.3218977153301239
477.87,0.7176905274391174,0.23019009828567505,0.3129202127456665
487.24,0.7078090310096741,0.20758971571922302,0.31285643577575684
496.61,0.6795808672904968,0.18749934434890747,0.32176902890205383
505.98,0.6382808089256287,0.176420658826828,0.3417366147041321
515.35,0.5959795117378235,0.17734432220458984,0.37075352668762207
524.72,0.5518324375152588,0.1914888620376587,0.4094322621822357
534.09,0.49405112862586975,0.225384920835495,0.4463151693344116
543.4599999999999,0.4264183044433594,0.29693228006362915,0.4744337201118469
552.8299999999999,0.3580920696258545,0.4004412293434143,0.49106380343437195
562.1999999999999,0.32529544830322266,0.5093367099761963,0.5026081204414368
571.5699999999999,0.33487892150878906,0.5724117755889893,0.5125905871391296
580.9399999999999,0.3732644319534302,0.6016119718551636,0.5169407725334167
590.3100000000001,0.4269444942474365,0.6299780607223511,0.507895290851593
599.6800000000001,0.4917929470539093,0.672850489616394,0.4887724816799164
609.0500000000001,0.5616674423217773,0.6640634536743164,0.497481107711792
618.4200000000001,0.6198174357414246,0.5774954557418823,0.5281651020050049
627.7900000000001,0.6389864087104797,0.49413231015205383,0.5385233759880066
637.1600000000001,0.6124189496040344,0.4140779376029968,0.5385717153549194
646.5300000000001,0.5448917746543884,0.3546075224876404,0.5350473523139954
655.9000000000001,0.4433189034461975,0.36465317010879517,0.5123774409294128
665.27,0.3544577956199646,0.4506305754184723,0.47938352823257446
674.64,0.3168087303638458,0.5681382417678833,0.45049774646759033
684.01,0.3349384069442749,0.6324068903923035,0.4487907290458679
693.38,0.3954193592071533,0.6501714587211609,0.4659561514854431
702.75,0.4705793857574463,0.6534298062324524,0.4772253632545471
712.12,0.5275755524635315,0.6320135593414307,0.48175638914108276
721.49,0.555420458316803,0.5694794058799744,0.4908615052700043
730.86,0.5406661033630371,0.5129974484443665,0.49188297986984253
740.23,0.4933401942253113,0.47413721680641174,0.48713773488998413
749.6,0.4357917010784149,0.45900341868400574,0.47484222054481506
758.97,0.3893692195415497,0.45702359080314636,0.4698551297187805
768.34,0.3628033995628357,0.43811529874801636,0.48627814650535583
777.71,0.3435812294483185,0.4160405397415161,0.5111802220344543
787.0799999999999,0.32029008865356445,0.4172228276729584,0.518213152885437
796.4499999999999,0.2975902855396271,0.4221785068511963,0.5098273158073425
805.8199999999999,0.27823004126548767,0.41678839921951294,0.4948802590370178
815.1899999999999,0.2591330409049988,0.41432085633277893,0.4705917239189148
824.5600000000001,0.24064883589744568,0.4192648231983185,0.4371916949748993
833.9300000000001,0.2282915711402893,0.40132084488868713,0.4206928014755249
843.3000000000001,0.21942517161369324,0.35249578952789307,0.435074120759964
852.6700000000001,0.20952564477920532,0.3290051817893982,0.45314764976501465
862.0400000000001,0.22209882736206055,0.5537159442901611,0.31807035207748413
871.4100000000001,0.2917916476726532,0.686968207359314,0.2644953429698944
880.7800000000001,0.45772266387939453,0.7119883298873901,0.2603210508823395
890.1500000000001,0.6130186319351196,0.7028396725654602,0.25008147954940796
899.52,0.7639007568359375,0.4076280891895294,0.3274432420730591
908.89,0.800194501876831,0.35134291648864746,0.330960214138031
918.26,0.8219542503356934,0.30830860137939453,0.3547331988811493
927.63,0.4385240077972412,0.02203032374382019,0.9548172354698181
937.0,0.3601539731025696,0.025020182132720947,0.9673737287521362
