frame,action,start,end
7.4,0.22928529977798462,0.9298642873764038,0.11630171537399292
14.8,0.22584879398345947,0.9201022386550903,0.15078872442245483
22.2,0.36420688033103943,0.6340259313583374,0.4770509600639343
29.6,0.3978740870952606,0.6162406206130981,0.5103074312210083
37.0,0.435812383890152,0.5930605530738831,0.5330571532249451
44.4,0.46326714754104614,0.5774710178375244,0.5288345217704773
51.800000000000004,0.47335007786750793,0.5594169497489929,0.5071665644645691
59.2,0.4664984941482544,0.5326047539710999,0.4908275008201599
66.6,0.45762062072753906,0.5218489170074463,0.48685213923454285
74.0,0.45611780881881714,0.5368415713310242,0.4964211583137512
81.4,0.4608961045742035,0.5907340049743652,0.5029723644256592
88.8,0.47564250230789185,0.6632815599441528,0.4933546483516693
96.2,0.503096878528595,0.6766257286071777,0.5012967586517334
103.60000000000001,0.5313199758529663,0.6494467258453369,0.518119752407074
111.0,0.5403087139129639,0.631668746471405,0.5172334909439087
118.4,0.540713369846344,0.574852466583252,0.5263476967811584
125.80000000000001,0.5391510725021362,0.5030892491340637,0.5510136485099792
133.2,0.529952347278595,0.49509066343307495,0.5680274963378906
140.6,0.5251326560974121,0.5517462491989136,0.5630083084106445
148.0,0.5292090177536011,0.6246039867401123,0.5446649789810181
155.4,0.5443034768104553,0.6580449342727661,0.5428875088691711
162.8,0.5636073350906372,0.6862627267837524,0.5475727319717407
170.20000000000002,0.5787661075592041,0.7298213243484497,0.5442465543746948
177.6,0.5887420773506165,0.7349681854248047,0.5548146367073059
185.0,0.5894730091094971,0.6949506998062134,0.5728429555892944
192.4,0.5796435475349426,0.6349121332168579,0.5758653879165649
199.8,0.5595149993896484,0.5846621990203857,0.547896146774292
207.20000000000002,0.5347827672958374,0.5499293208122253,0.4997815787792206
214.6,0.5192318558692932,0.5256245732307434,0.4780041575431824
222.0,0.5112966299057007,0.5128297805786133,0.489472359418869
229.4,0.5071027278900146,0.4930049777030945,0.521058201789856
236.8,0.4935525953769684,0.4759022891521454,0.5434517860412598
244.20000000000002,0.45952242612838745,0.47230806946754456,0.5391249060630798
251.60000000000002,0.4141891598701477,0.4889967441558838,0.5084222555160522
259.0,0.3740805983543396,0.521599292755127,0.4634685516357422
266.4,0.35632431507110596,0.5270406007766724,0.4367414116859436
273.8,0.35393255949020386,0.516883909702301,0.42667317390441895
281.2,0.3618389368057251,0.5025253891944885,0.4238254427909851
288.6,0.3801282048225403,0.46118247509002686,0.4343565106391907
296.0,0.4017232656478882,0.4064718782901764,0.4457736313343048
303.40000000000003,0.41465282440185547,0.3675735294818878,0.4485308825969696
310.8,0.41289111971855164,0.352055162191391,0.4406474828720093
318.2,0.39852380752563477,0.3674335479736328,0.4225223660469055
325.6,0.3828276991844177,0.3938506543636322,0.41049808263778687
333.0,0.3752897381782532,0.41871264576911926,0.4088975191116333
340.40000000000003,0.37678062915802,0.43894243240356445,0.4161943197250366
347.8,0.3832077085971832,0.44382020831108093,0.42833220958709717
355.2,0.3873673975467682,0.4389966130256653,0.43471676111221313
362.59999999999997,0.3848629891872406,0.4250359833240509,0.4327383041381836
370.0,0.37661197781562805,0.4056605398654938,0.4252241253852844
377.40000000000003,0.3671967089176178,0.39971375465393066,0.4092293679714203
384.8,0.3613392114639282,0.39859724044799805,0.39426127076148987
392.20000000000005,0.3636314868927002,0.401163786649704,0.38890692591667175
399.6,0.3753226101398468,0.42294472455978394,0.3907485902309418
407.00000000000006,0.40314534306526184,0.4320197105407715,0.4092724621295929
414.40000000000003,0.43757396936416626,0.42639368772506714,0.42788684368133545
421.80000000000007,0.45495715737342834,0.41394123435020447,0.4347604513168335
429.2,0.4500334560871124,0.3978070616722107,0.43012213706970215
436.59999999999997,0.4260624945163727,0.3922044336795807,0.4229632616043091
444.0,0.4037376046180725,0.38595086336135864,0.42887061834335327
451.4,0.39273011684417725,0.39870187640190125,0.4370131492614746
458.8,0.3888733983039856,0.418307363986969,0.44717901945114136
466.2,0.39289671182632446,0.42153412103652954,0.46512213349342346
473.6,0.3975004553794861,0.4324887692928314,0.4793851673603058
481.0,0.4047873616218567,0.4591396450996399,0.4825592339038849
488.40000000000003,0.41369765996932983,0.5111337304115295,0.4703657031059265
495.8,0.4217107892036438,0.5623312592506409,0.45948702096939087
503.20000000000005,0.43245553970336914,0.5691965222358704,0.46914535760879517
510.6,0.4395200312137604,0.5417987108230591,0.49107372760772705
518.0,0.4348677098751068,0.5286197662353516,0.5042161345481873
525.4,0.41958290338516235,0.551389217376709,0.5013512969017029
532.8,0.40315744280815125,0.575066864490509,0.4972744286060333
540.1999999999999,0.38766586780548096,0.5750072598457336,0.5016154050827026
547.6,0.3643478751182556,0.5764372944831848,0.5015882849693298
